45000 45000
1 182 45
1 183 90
1 184 0
1 185 45
1 186 90
1 187 0
1 188 90
1 189 45
1 190 135
1 191 45
1 192 90
1 193 0
1 194 90
1 195 90
1 196 135
1 197 0
1 198 0
1 199 135
1 200 45
1 201 135
1 202 90
1 203 0
1 204 0
1 205 45
1 206 135
1 207 0
1 208 45
1 209 0
1 210 135
1 211 45
1 212 135
1 213 0
1 214 90
1 215 45
1 216 45
1 217 135
1 218 45
1 219 135
1 220 45
1 221 45
1 222 135
1 223 135
1 224 45
1 225 90
1 226 90
1 227 135
1 228 0
1 229 0
1 230 45
1 231 0
1 232 135
1 233 45
1 234 0
1 235 45
1 236 0
1 237 45
1 238 135
1 239 90
1 240 0
1 241 45
1 242 0
1 243 90
1 244 135
1 245 0
1 246 0
1 247 90
1 248 0
1 249 45
1 250 0
1 251 0
1 252 135
1 253 135
1 254 45
1 255 135
1 256 0
1 257 45
1 258 0
1 259 0
1 260 135
1 261 90
1 262 90
1 263 0
1 264 0
1 265 135
1 266 0
1 267 90
1 268 135
1 269 90
1 270 135
1 271 45
1 272 0
1 273 0
1 274 45
1 275 135
1 276 0
1 277 90
1 278 135
1 279 0
1 280 0
1 281 0
1 282 0
1 283 135
1 284 45
1 285 135
1 286 0
1 287 135
1 288 0
1 289 45
1 290 90
1 291 90
1 292 0
1 293 45
1 294 0
1 295 135
1 296 135
1 297 90
1 298 0
1 299 0
1 300 90
2 1 135
2 2 0
2 3 0
2 4 45
2 5 45
2 6 90
2 7 45
2 8 90
2 9 45
2 10 135
2 11 0
2 12 135
2 13 45
2 14 135
2 15 135
2 16 135
2 17 45
2 18 90
2 19 45
2 20 90
2 21 0
2 22 45
2 23 45
2 24 45
2 25 90
2 26 135
2 27 0
2 28 135
2 29 0
2 30 0
2 31 0
2 32 45
2 33 135
2 34 45
2 35 0
2 36 45
2 37 0
2 38 135
2 39 90
2 40 135
2 41 0
2 42 135
2 43 45
2 44 0
2 45 0
2 46 135
2 47 135
2 48 90
2 49 0
2 50 90
2 51 0
2 52 90
2 53 45
2 54 90
2 55 45
2 56 90
2 57 0
2 58 90
2 59 0
2 60 0
2 61 0
2 62 0
2 63 0
2 64 135
2 65 0
2 66 135
2 67 45
2 68 45
2 69 90
2 70 0
2 71 135
2 72 45
2 73 135
2 74 0
2 75 135
2 76 90
2 77 135
2 78 135
2 79 90
2 80 45
2 81 135
2 82 135
2 83 135
2 84 90
2 85 45
2 86 135
2 87 90
2 88 135
2 89 0
2 90 135
2 91 90
2 92 45
2 93 0
2 94 90
2 95 45
2 96 135
2 97 90
2 98 135
2 99 45
2 100 135
2 101 135
2 102 90
2 103 0
2 104 90
2 105 135
2 106 45
2 107 135
2 108 45
2 109 135
2 110 45
2 111 135
2 112 45
2 113 90
2 114 90
2 115 135
2 116 45
2 117 90
2 118 135
2 119 135
2 120 0
2 121 0
2 122 45
2 123 45
2 124 90
2 125 90
2 126 0
2 127 90
2 128 135
2 129 0
2 130 45
2 131 90
2 132 135
2 133 90
2 134 45
2 135 45
2 136 0
2 137 45
2 138 45
2 139 0
2 140 0
2 141 90
2 142 135
2 143 135
2 144 135
2 145 135
2 146 135
2 147 45
2 148 135
2 149 135
2 150 90
2 151 90
2 152 45
2 153 135
2 154 135
2 155 135
2 156 90
2 157 135
2 158 135
2 159 90
2 160 0
2 161 0
2 162 0
2 163 90
2 164 135
2 165 45
2 166 45
2 167 90
2 168 45
2 169 0
2 170 45
2 171 135
2 172 0
2 173 0
2 174 135
2 175 45
2 176 45
2 177 45
2 178 45
2 179 135
2 180 0
2 181 135
2 182 135
2 183 45
2 184 45
2 185 45
2 186 90
2 187 135
2 188 90
2 189 135
2 190 90
2 191 90
2 192 90
2 193 0
2 194 0
2 195 135
2 196 0
2 197 45
2 198 135
2 199 90
2 200 135
2 201 45
2 202 45
2 203 0
2 204 0
2 205 0
2 206 45
2 207 45
2 208 45
2 209 135
2 210 0
2 211 45
2 212 45
2 213 45
2 214 0
2 215 45
2 216 135
2 217 90
2 218 0
2 219 90
2 220 90
2 221 90
2 222 45
2 223 0
2 224 135
2 225 135
2 226 135
2 227 45
2 228 135
2 229 0
2 230 45
2 231 0
2 232 135
2 233 0
2 234 90
2 235 135
2 236 45
2 237 90
2 238 90
2 239 45
2 240 90
2 241 45
2 242 45
2 243 45
2 244 135
2 245 90
2 246 135
2 247 90
2 248 135
2 249 135
2 250 135
2 251 0
2 252 90
2 253 45
2 254 45
2 255 45
2 256 135
2 257 135
2 258 0
2 259 45
2 260 90
2 261 45
2 262 90
2 263 135
2 264 90
2 265 45
2 266 0
2 267 135
2 268 90
2 269 45
2 270 45
2 271 135
2 272 0
2 273 135
2 274 135
2 275 45
2 276 0
2 277 45
2 278 0
2 279 0
2 280 0
2 281 0
2 282 90
2 283 90
2 284 45
2 285 0
2 286 90
2 287 90
2 288 0
2 289 0
2 290 45
2 291 90
2 292 0
2 293 135
2 294 135
2 295 0
2 296 90
2 297 45
2 298 90
2 299 0
2 300 45
3 1 45
3 2 135
3 3 0
3 4 90
3 5 135
3 6 45
3 7 45
3 8 0
3 9 90
3 10 90
3 11 135
3 12 135
3 13 90
3 14 90
3 15 45
3 16 0
3 17 0
3 18 0
3 19 135
3 20 135
3 21 45
3 22 135
3 23 0
3 24 45
3 25 45
3 26 135
3 27 0
3 28 0
3 29 45
3 30 45
3 31 45
3 32 45
3 33 135
3 34 45
3 35 0
3 36 135
3 37 0
3 38 0
3 39 135
3 40 90
3 41 0
3 42 135
3 43 90
3 44 90
3 45 135
3 46 135
3 47 0
3 48 0
3 49 135
3 50 0
3 51 90
3 52 0
3 53 135
3 54 135
3 55 45
3 56 90
3 57 0
3 58 45
3 59 135
3 60 90
3 61 0
3 62 90
3 63 45
3 64 45
3 65 45
3 66 45
3 67 90
3 68 0
3 69 0
3 70 45
3 71 0
3 72 90
3 73 90
3 74 135
3 75 45
3 76 135
3 77 90
3 78 90
3 79 0
3 80 135
3 81 45
3 82 45
3 83 135
3 84 0
3 85 0
3 86 90
3 87 135
3 88 45
3 89 45
3 90 0
3 91 45
3 92 45
3 93 45
3 94 45
3 95 90
3 96 45
3 97 0
3 98 135
3 99 135
3 100 0
3 101 90
3 102 45
3 103 0
3 104 135
3 105 90
3 106 0
3 107 45
3 108 45
3 109 135
3 110 135
3 111 0
3 112 45
3 113 45
3 114 0
3 115 0
3 116 0
3 117 90
3 118 0
3 119 45
3 120 90
3 121 90
3 122 90
3 123 45
3 124 0
3 125 45
3 126 45
3 127 45
3 128 45
3 129 0
3 130 45
3 131 45
3 132 45
3 133 0
3 134 0
3 135 45
3 136 90
3 137 90
3 138 135
3 139 135
3 140 45
3 141 45
3 142 135
3 143 135
3 144 90
3 145 135
3 146 0
3 147 45
3 148 90
3 149 135
3 150 45
3 151 90
3 152 135
3 153 45
3 154 45
3 155 0
3 156 0
3 157 135
3 158 90
3 159 0
3 160 0
3 161 0
3 162 90
3 163 135
3 164 0
3 165 0
3 166 0
3 167 45
3 168 0
3 169 45
3 170 135
3 171 135
3 172 135
3 173 0
3 174 90
3 175 0
3 176 90
3 177 135
3 178 0
3 179 0
3 180 0
3 181 135
3 182 90
3 183 0
3 184 90
3 185 90
3 186 45
3 187 135
3 188 135
3 189 45
3 190 45
3 191 135
3 192 45
3 193 45
3 194 90
3 195 90
3 196 45
3 197 0
3 198 45
3 199 0
3 200 90
3 201 90
3 202 135
3 203 90
3 204 0
3 205 90
3 206 45
3 207 0
3 208 90
3 209 90
3 210 45
3 211 90
3 212 90
3 213 0
3 214 0
3 215 90
3 216 0
3 217 90
3 218 0
3 219 0
3 220 90
3 221 0
3 222 0
3 223 45
3 224 90
3 225 0
3 226 45
3 227 45
3 228 45
3 229 90
3 230 45
3 231 45
3 232 0
3 233 45
3 234 90
3 235 90
3 236 135
3 237 0
3 238 135
3 239 90
3 240 45
3 241 90
3 242 135
3 243 0
3 244 90
3 245 45
3 246 90
3 247 0
3 248 45
3 249 90
3 250 135
3 251 90
3 252 0
3 253 90
3 254 0
3 255 0
3 256 0
3 257 90
3 258 0
3 259 0
3 260 0
3 261 0
3 262 135
3 263 90
3 264 45
3 265 45
3 266 45
3 267 45
3 268 135
3 269 0
3 270 135
3 271 45
3 272 45
3 273 135
3 274 135
3 275 90
3 276 0
3 277 45
3 278 135
3 279 0
3 280 0
3 281 45
3 282 45
3 283 45
3 284 0
3 285 135
3 286 0
3 287 135
3 288 90
3 289 90
3 290 0
3 291 90
3 292 0
3 293 45
3 294 45
3 295 0
3 296 135
3 297 45
3 298 135
3 299 45
3 300 45
4 1 135
4 2 0
4 3 0
4 4 135
4 5 90
4 6 90
4 7 45
4 8 135
4 9 90
4 10 45
4 11 135
4 12 90
4 13 90
4 14 90
4 15 135
4 16 135
4 17 45
4 18 90
4 19 90
4 20 135
4 21 0
4 22 45
4 23 0
4 24 45
4 25 0
4 26 45
4 27 135
4 28 90
4 29 90
4 30 0
4 31 135
4 32 0
4 33 45
4 34 45
4 35 0
4 36 135
4 37 90
4 38 90
4 39 0
4 40 135
4 41 0
4 42 90
4 43 90
4 44 0
4 45 0
4 46 135
4 47 0
4 48 0
4 49 0
4 50 90
4 51 90
4 52 45
4 53 0
4 54 90
4 55 135
4 56 90
4 57 135
4 58 0
4 59 90
4 60 45
4 61 0
4 62 45
4 63 0
4 64 90
4 65 90
4 66 45
4 67 0
4 68 90
4 69 0
4 70 135
4 71 90
4 72 0
4 73 0
4 74 0
4 75 0
4 76 90
4 77 135
4 78 135
4 79 0
4 80 0
4 81 90
4 82 45
4 83 45
4 84 135
4 85 135
4 86 135
4 87 0
4 88 90
4 89 135
4 90 0
4 91 135
4 92 45
4 93 45
4 94 90
4 95 0
4 96 45
4 97 45
4 98 90
4 99 0
4 100 135
4 101 0
4 102 0
4 103 90
4 104 0
4 105 135
4 106 45
4 107 45
4 108 0
4 109 135
4 110 135
4 111 45
4 112 0
4 113 90
4 114 45
4 115 90
4 116 135
4 117 45
4 118 45
4 119 90
4 120 0
4 121 90
4 122 0
4 123 90
4 124 90
4 125 0
4 126 0
4 127 135
4 128 90
4 129 45
4 130 135
4 131 90
4 132 0
4 133 135
4 134 0
4 135 90
4 136 135
4 137 45
4 138 0
4 139 0
4 140 90
4 141 135
4 142 135
4 143 90
4 144 90
4 145 0
4 146 0
4 147 0
4 148 90
4 149 135
4 150 90
4 151 0
4 152 90
4 153 90
4 154 0
4 155 90
4 156 90
4 157 0
4 158 0
4 159 0
4 160 45
4 161 45
4 162 45
4 163 90
4 164 0
4 165 0
4 166 45
4 167 135
4 168 0
4 169 0
4 170 90
4 171 0
4 172 135
4 173 90
4 174 135
4 175 45
4 176 45
4 177 0
4 178 135
4 179 90
4 180 0
4 181 135
4 182 90
4 183 135
4 184 45
4 185 0
4 186 135
4 187 45
4 188 0
4 189 0
4 190 0
4 191 135
4 192 45
4 193 45
4 194 0
4 195 135
4 196 0
4 197 135
4 198 135
4 199 90
4 200 90
4 201 90
4 202 0
4 203 90
4 204 45
4 205 0
4 206 0
4 207 90
4 208 135
4 209 0
4 210 90
4 211 45
4 212 90
4 213 90
4 214 0
4 215 90
4 216 90
4 217 0
4 218 90
4 219 45
4 220 45
4 221 90
4 222 90
4 223 0
4 224 45
4 225 90
4 226 90
4 227 0
4 228 90
4 229 0
4 230 45
4 231 90
4 232 45
4 233 135
4 234 90
4 235 45
4 236 135
4 237 135
4 238 135
4 239 0
4 240 135
4 241 135
4 242 90
4 243 0
4 244 0
4 245 0
4 246 90
4 247 135
4 248 45
4 249 0
4 250 135
4 251 0
4 252 45
4 253 90
4 254 0
4 255 135
4 256 0
4 257 135
4 258 0
4 259 90
4 260 90
4 261 0
4 262 90
4 263 90
4 264 0
4 265 90
4 266 90
4 267 45
4 268 135
4 269 0
4 270 0
4 271 0
4 272 45
4 273 135
4 274 90
4 275 90
4 276 0
4 277 45
4 278 45
4 279 135
4 280 135
4 281 90
4 282 0
4 283 45
4 284 135
4 285 0
4 286 135
4 287 0
4 288 135
4 289 90
4 290 0
4 291 0
4 292 45
4 293 0
4 294 135
4 295 135
4 296 90
4 297 90
4 298 0
4 299 90
4 300 0
5 1 90
5 2 45
5 3 135
5 4 135
5 5 0
5 6 135
5 7 135
5 8 90
5 9 0
5 10 45
5 11 0
5 12 90
5 13 90
5 14 45
5 15 135
5 16 135
5 17 0
5 18 0
5 19 90
5 20 0
5 21 0
5 22 0
5 23 135
5 24 135
5 25 45
5 26 135
5 27 0
5 28 90
5 29 135
5 30 45
5 31 0
5 32 90
5 33 135
5 34 45
5 35 45
5 36 0
5 37 90
5 38 45
5 39 0
5 40 135
5 41 135
5 42 135
5 43 135
5 44 0
5 45 90
5 46 135
5 47 45
5 48 135
5 49 135
5 50 45
5 51 45
5 52 0
5 53 45
5 54 90
5 55 135
5 56 90
5 57 135
5 58 135
5 59 0
5 60 0
5 61 0
5 62 45
5 63 0
5 64 45
5 65 135
5 66 0
5 67 0
5 68 0
5 69 135
5 70 135
5 71 0
5 72 135
5 73 90
5 74 45
5 75 45
5 76 135
5 77 90
5 78 135
5 79 135
5 80 90
5 81 0
5 82 90
5 83 90
5 84 135
5 85 0
5 86 90
5 87 45
5 88 0
5 89 45
5 90 0
5 91 90
5 92 90
5 93 45
5 94 0
5 95 135
5 96 45
5 97 0
5 98 0
5 99 135
5 100 90
5 101 0
5 102 90
5 103 135
5 104 45
5 105 0
5 106 135
5 107 0
5 108 90
5 109 0
5 110 0
5 111 135
5 112 45
5 113 135
5 114 135
5 115 90
5 116 0
5 117 90
5 118 135
5 119 45
5 120 45
5 121 0
5 122 135
5 123 0
5 124 0
5 125 135
5 126 90
5 127 135
5 128 135
5 129 45
5 130 90
5 131 90
5 132 90
5 133 90
5 134 135
5 135 45
5 136 0
5 137 135
5 138 0
5 139 45
5 140 90
5 141 135
5 142 135
5 143 90
5 144 90
5 145 135
5 146 45
5 147 0
5 148 135
5 149 45
5 150 45
5 151 135
5 152 45
5 153 135
5 154 135
5 155 135
5 156 135
5 157 0
5 158 90
5 159 45
5 160 135
5 161 0
5 162 0
5 163 90
5 164 135
5 165 135
5 166 135
5 167 135
5 168 45
5 169 45
5 170 0
5 171 135
5 172 135
5 173 135
5 174 135
5 175 90
5 176 90
5 177 90
5 178 135
5 179 45
5 180 0
5 181 90
5 182 0
5 183 0
5 184 45
5 185 45
5 186 45
5 187 45
5 188 90
5 189 0
5 190 135
5 191 135
5 192 90
5 193 0
5 194 135
5 195 135
5 196 0
5 197 90
5 198 45
5 199 45
5 200 45
5 201 135
5 202 0
5 203 90
5 204 45
5 205 0
5 206 45
5 207 90
5 208 90
5 209 135
5 210 90
5 211 45
5 212 135
5 213 90
5 214 45
5 215 45
5 216 135
5 217 135
5 218 45
5 219 135
5 220 135
5 221 90
5 222 45
5 223 45
5 224 0
5 225 45
5 226 0
5 227 45
5 228 90
5 229 0
5 230 0
5 231 0
5 232 45
5 233 45
5 234 135
5 235 45
5 236 135
5 237 135
5 238 45
5 239 135
5 240 135
5 241 90
5 242 0
5 243 0
5 244 0
5 245 0
5 246 135
5 247 0
5 248 90
5 249 0
5 250 45
5 251 45
5 252 135
5 253 90
5 254 135
5 255 135
5 256 90
5 257 135
5 258 0
5 259 45
5 260 90
5 261 45
5 262 90
5 263 0
5 264 45
5 265 90
5 266 90
5 267 90
5 268 0
5 269 135
5 270 0
5 271 135
5 272 90
5 273 135
5 274 45
5 275 45
5 276 135
5 277 135
5 278 135
5 279 0
5 280 45
5 281 45
5 282 90
5 283 0
5 284 90
5 285 45
5 286 0
5 287 90
5 288 135
5 289 0
5 290 45
5 291 0
5 292 45
5 293 90
5 294 90
5 295 0
5 296 90
5 297 45
5 298 135
5 299 0
5 300 90
6 1 90
6 2 0
6 3 135
6 4 135
6 5 135
6 6 135
6 7 90
6 8 0
6 9 90
6 10 90
6 11 135
6 12 0
6 13 0
6 14 90
6 15 135
6 16 90
6 17 135
6 18 0
6 19 45
6 20 90
6 21 90
6 22 90
6 23 90
6 24 90
6 25 0
6 26 135
6 27 90
6 28 135
6 29 135
6 30 90
6 31 90
6 32 90
6 33 135
6 34 90
6 35 45
6 36 0
6 37 0
6 38 0
6 39 90
6 40 135
6 41 0
6 42 135
6 43 135
6 44 90
6 45 45
6 46 45
6 47 45
6 48 0
6 49 0
6 50 45
6 51 135
6 52 90
6 53 135
6 54 135
6 55 0
6 56 45
6 57 45
6 58 45
6 59 45
6 60 135
6 61 0
6 62 135
6 63 90
6 64 135
6 65 0
6 66 0
6 67 45
6 68 135
6 69 45
6 70 135
6 71 45
6 72 135
6 73 135
6 74 135
6 75 90
6 76 45
6 77 0
6 78 135
6 79 45
6 80 45
6 81 45
6 82 90
6 83 45
6 84 45
6 85 135
6 86 90
6 87 0
6 88 0
6 89 135
6 90 45
6 91 0
6 92 0
6 93 135
6 94 135
6 95 45
6 96 135
6 97 0
6 98 0
6 99 90
6 100 45
6 101 0
6 102 45
6 103 90
6 104 0
6 105 90
6 106 45
6 107 90
6 108 0
6 109 45
6 110 0
6 111 90
6 112 0
6 113 135
6 114 90
6 115 135
6 116 0
6 117 135
6 118 0
6 119 0
6 120 135
6 121 0
6 122 0
6 123 135
6 124 135
6 125 45
6 126 0
6 127 90
6 128 0
6 129 0
6 130 90
6 131 90
6 132 45
6 133 0
6 134 45
6 135 135
6 136 45
6 137 90
6 138 135
6 139 135
6 140 135
6 141 45
6 142 45
6 143 0
6 144 135
6 145 90
6 146 135
6 147 0
6 148 90
6 149 0
6 150 0
6 151 45
6 152 0
6 153 90
6 154 0
6 155 90
6 156 0
6 157 90
6 158 0
6 159 0
6 160 90
6 161 90
6 162 0
6 163 90
6 164 0
6 165 90
6 166 0
6 167 90
6 168 135
6 169 135
6 170 45
6 171 45
6 172 90
6 173 90
6 174 90
6 175 90
6 176 90
6 177 135
6 178 135
6 179 45
6 180 135
6 181 90
6 182 135
6 183 45
6 184 0
6 185 90
6 186 45
6 187 0
6 188 45
6 189 0
6 190 45
6 191 90
6 192 90
6 193 135
6 194 0
6 195 135
6 196 0
6 197 45
6 198 135
6 199 45
6 200 45
6 201 0
6 202 0
6 203 45
6 204 90
6 205 0
6 206 0
6 207 45
6 208 90
6 209 90
6 210 45
6 211 135
6 212 45
6 213 90
6 214 45
6 215 135
6 216 45
6 217 0
6 218 0
6 219 90
6 220 135
6 221 90
6 222 90
6 223 0
6 224 45
6 225 90
6 226 45
6 227 90
6 228 90
6 229 135
6 230 0
6 231 0
6 232 135
6 233 0
6 234 90
6 235 45
6 236 135
6 237 135
6 238 45
6 239 90
6 240 135
6 241 0
6 242 90
6 243 0
6 244 90
6 245 0
6 246 135
6 247 45
6 248 135
6 249 0
6 250 90
6 251 135
6 252 0
6 253 90
6 254 135
6 255 90
6 256 45
6 257 135
6 258 0
6 259 135
6 260 45
6 261 0
6 262 0
6 263 90
6 264 135
6 265 0
6 266 90
6 267 135
6 268 45
6 269 90
6 270 0
6 271 90
6 272 0
6 273 0
6 274 0
6 275 90
6 276 0
6 277 45
6 278 135
6 279 135
6 280 45
6 281 0
6 282 90
6 283 90
6 284 45
6 285 135
6 286 90
6 287 90
6 288 45
6 289 0
6 290 45
6 291 45
6 292 45
6 293 0
6 294 45
6 295 0
6 296 0
6 297 45
6 298 90
6 299 90
6 300 135
7 1 45
7 2 45
7 3 90
7 4 0
7 5 90
7 6 135
7 7 90
7 8 135
7 9 90
7 10 90
7 11 45
7 12 45
7 13 0
7 14 90
7 15 135
7 16 0
7 17 90
7 18 135
7 19 45
7 20 0
7 21 0
7 22 0
7 23 45
7 24 0
7 25 45
7 26 45
7 27 45
7 28 135
7 29 135
7 30 135
7 31 0
7 32 135
7 33 135
7 34 90
7 35 0
7 36 90
7 37 0
7 38 135
7 39 135
7 40 135
7 41 90
7 42 90
7 43 135
7 44 135
7 45 0
7 46 90
7 47 0
7 48 90
7 49 135
7 50 45
7 51 90
7 52 45
7 53 45
7 54 135
7 55 0
7 56 0
7 57 90
7 58 45
7 59 0
7 60 45
7 61 135
7 62 135
7 63 45
7 64 0
7 65 45
7 66 135
7 67 45
7 68 135
7 69 0
7 70 0
7 71 90
7 72 45
7 73 0
7 74 45
7 75 90
7 76 0
7 77 90
7 78 135
7 79 0
7 80 0
7 81 135
7 82 135
7 83 0
7 84 0
7 85 135
7 86 90
7 87 0
7 88 90
7 89 90
7 90 45
7 91 135
7 92 45
7 93 90
7 94 135
7 95 135
7 96 45
7 97 45
7 98 0
7 99 135
7 100 45
7 101 45
7 102 90
7 103 0
7 104 0
7 105 0
7 106 90
7 107 45
7 108 45
7 109 135
7 110 0
7 111 0
7 112 90
7 113 0
7 114 0
7 115 135
7 116 0
7 117 45
7 118 0
7 119 45
7 120 90
7 121 0
7 122 45
7 123 45
7 124 135
7 125 90
7 126 135
7 127 45
7 128 45
7 129 0
7 130 135
7 131 90
7 132 45
7 133 0
7 134 45
7 135 135
7 136 90
7 137 45
7 138 135
7 139 45
7 140 135
7 141 90
7 142 135
7 143 135
7 144 45
7 145 0
7 146 45
7 147 135
7 148 90
7 149 0
7 150 0
7 151 0
7 152 135
7 153 135
7 154 135
7 155 135
7 156 135
7 157 135
7 158 90
7 159 90
7 160 0
7 161 135
7 162 135
7 163 135
7 164 90
7 165 90
7 166 90
7 167 45
7 168 90
7 169 45
7 170 45
7 171 135
7 172 45
7 173 90
7 174 45
7 175 135
7 176 0
7 177 45
7 178 45
7 179 0
7 180 45
7 181 0
7 182 90
7 183 135
7 184 45
7 185 45
7 186 0
7 187 0
7 188 0
7 189 135
7 190 0
7 191 90
7 192 0
7 193 0
7 194 0
7 195 90
7 196 0
7 197 135
7 198 90
7 199 45
7 200 90
7 201 0
7 202 0
7 203 0
7 204 0
7 205 90
7 206 90
7 207 45
7 208 45
7 209 90
7 210 135
7 211 90
7 212 0
7 213 45
7 214 135
7 215 45
7 216 0
7 217 135
7 218 135
7 219 135
7 220 135
7 221 135
7 222 90
7 223 0
7 224 45
7 225 90
7 226 135
7 227 90
7 228 135
7 229 0
7 230 135
7 231 0
7 232 45
7 233 135
7 234 45
7 235 45
7 236 135
7 237 45
7 238 135
7 239 135
7 240 45
7 241 135
7 242 45
7 243 90
7 244 135
7 245 135
7 246 90
7 247 135
7 248 90
7 249 45
7 250 45
7 251 0
7 252 90
7 253 45
7 254 45
7 255 45
7 256 45
7 257 0
7 258 135
7 259 90
7 260 135
7 261 135
7 262 0
7 263 45
7 264 0
7 265 45
7 266 45
7 267 0
7 268 135
7 269 90
7 270 45
7 271 135
7 272 90
7 273 45
7 274 0
7 275 45
7 276 45
7 277 0
7 278 0
7 279 135
7 280 90
7 281 135
7 282 45
7 283 135
7 284 135
7 285 0
7 286 135
7 287 135
7 288 0
7 289 0
7 290 0
7 291 90
7 292 90
7 293 45
7 294 0
7 295 0
7 296 135
7 297 135
7 298 45
7 299 135
7 300 0
8 1 0
8 2 135
8 3 45
8 4 135
8 5 0
8 6 90
8 7 45
8 8 0
8 9 90
8 10 90
8 11 45
8 12 45
8 13 90
8 14 135
8 15 135
8 16 90
8 17 135
8 18 0
8 19 0
8 20 0
8 21 135
8 22 0
8 23 45
8 24 135
8 25 45
8 26 135
8 27 45
8 28 90
8 29 135
8 30 0
8 31 135
8 32 0
8 33 90
8 34 135
8 35 0
8 36 90
8 37 45
8 38 45
8 39 90
8 40 135
8 41 0
8 42 90
8 43 90
8 44 90
8 45 45
8 46 90
8 47 45
8 48 135
8 49 90
8 50 45
8 51 135
8 52 45
8 53 45
8 54 90
8 55 0
8 56 0
8 57 45
8 58 45
8 59 90
8 60 45
8 61 0
8 62 45
8 63 90
8 64 0
8 65 45
8 66 45
8 67 45
8 68 0
8 69 0
8 70 135
8 71 135
8 72 45
8 73 90
8 74 90
8 75 90
8 76 0
8 77 135
8 78 45
8 79 0
8 80 135
8 81 45
8 82 45
8 83 90
8 84 45
8 85 0
8 86 0
8 87 0
8 88 0
8 89 45
8 90 135
8 91 135
8 92 90
8 93 90
8 94 0
8 95 90
8 96 135
8 97 0
8 98 0
8 99 135
8 100 0
8 101 0
8 102 0
8 103 135
8 104 135
8 105 0
8 106 135
8 107 135
8 108 0
8 109 45
8 110 90
8 111 45
8 112 135
8 113 0
8 114 45
8 115 0
8 116 135
8 117 0
8 118 90
8 119 45
8 120 0
8 121 135
8 122 90
8 123 90
8 124 45
8 125 90
8 126 90
8 127 90
8 128 90
8 129 135
8 130 45
8 131 0
8 132 90
8 133 135
8 134 90
8 135 0
8 136 135
8 137 90
8 138 0
8 139 135
8 140 45
8 141 45
8 142 45
8 143 135
8 144 0
8 145 45
8 146 135
8 147 135
8 148 0
8 149 90
8 150 0
8 151 135
8 152 90
8 153 0
8 154 90
8 155 90
8 156 135
8 157 45
8 158 90
8 159 90
8 160 90
8 161 45
8 162 0
8 163 135
8 164 0
8 165 45
8 166 90
8 167 45
8 168 90
8 169 90
8 170 135
8 171 90
8 172 0
8 173 90
8 174 45
8 175 45
8 176 90
8 177 90
8 178 90
8 179 90
8 180 45
8 181 0
8 182 90
8 183 45
8 184 135
8 185 135
8 186 0
8 187 45
8 188 45
8 189 45
8 190 0
8 191 135
8 192 90
8 193 90
8 194 135
8 195 45
8 196 90
8 197 0
8 198 90
8 199 135
8 200 90
8 201 135
8 202 0
8 203 135
8 204 0
8 205 135
8 206 90
8 207 0
8 208 135
8 209 135
8 210 90
8 211 135
8 212 90
8 213 45
8 214 135
8 215 0
8 216 45
8 217 90
8 218 0
8 219 45
8 220 135
8 221 45
8 222 0
8 223 45
8 224 45
8 225 45
8 226 90
8 227 45
8 228 45
8 229 90
8 230 45
8 231 135
